id,channel_id,counter_edge_id,from_node_id,to_node_id,balance(millisat),fee_base(millisat),fee_proportional,min_htlc(millisat),timelock

63598,31799,63599,4049,1459,792798,1000,1,1000,40

63599,31799,63598,1459,4049,440427,1000,1,1000,40

63600,31800,63601,2927,3964,985558,1000,1,1000,40

63601,31800,63600,3964,2927,41083,1000,1,1000,40

63602,31801,63603,3298,915,56652,1000,1,1000,40

63603,31801,63602,915,3298,1105564,0,0,0,0

63604,31802,63605,2504,4044,1184019,1000,2500,1000,40

63605,31802,63604,4044,2504,15714,1000,1000,1000,40

63606,31803,63607,3988,3491,437709,900,80,1,144

63607,31803,63606,3491,3988,882270,1000,100,1,144

63608,31804,63609,2527,1455,123288,0,0,0,0

63609,31804,63608,1455,2527,894362,0,1000,1000,9

63610,31805,63611,1425,872,763441,1000,1,1000,40

63611,31805,63610,872,1425,365243,1000,1,1000,40

63612,31806,63613,1455,3615,141102,0,1000,1000,9

63613,31806,63612,3615,1455,563811,1000,1,1,40

63614,31807,63615,3620,657,576037,1000,100,1,144

63615,31807,63614,657,3620,386439,2,2,1,144

63616,31808,63617,3356,1062,509387,1000,1,1000,40

63617,31808,63616,1062,3356,315652,1000,1,1000,40

63618,31809,63619,1363,4074,331741,100,250,1000,28

63619,31809,63618,4074,1363,564840,1000,1,1,40

63620,31810,63621,4091,2019,736233,1000,1,1000,40

63621,31810,63620,2019,4091,172275,0,0,0,0

63622,31811,63623,1363,4044,354878,100,250,1000,28

63623,31811,63622,4044,1363,300657,1000,1000,1000,40

63624,31812,63625,1363,1302,750699,100,250,1000,28

63625,31812,63624,1302,1363,509881,1000,1,1000,40

63626,31813,63627,1363,1437,711533,100,250,1000,28

63627,31813,63626,1437,1363,353275,1000,1,1000,40

63628,31814,63629,1425,4188,118466,1000,1,1,40

63629,31814,63628,4188,1425,679937,1000,1,1000,40

63630,31815,63631,1369,3256,319569,2,1999,1000,30

63631,31815,63630,3256,1369,605794,1000,1,1,40

63632,31816,63633,1300,2619,173943,0,1000,1000,30

63633,31816,63632,2619,1300,898786,1000,1,1,40

63634,31817,63635,836,1170,51854,1000,1,1,40

63635,31817,63634,1170,836,823782,42,2,1000,42

63636,31818,63637,3972,1429,918066,490,9,1000,144

63637,31818,63636,1429,3972,2960,1000,1,0,40

63638,31819,63639,4087,1429,541194,0,0,0,0

63639,31819,63638,1429,4087,437299,1000,1,1,40

63640,31820,63641,4048,194,255842,1000,1,1000,40

63641,31820,63640,194,4048,786434,1000,10,1,14

63642,31821,63643,3981,971,890912,10000,10,1,144

63643,31821,63642,971,3981,51424,1000,100,1000,144

63644,31822,63645,3363,4157,143059,1000,1,1000,40

63645,31822,63644,4157,3363,887554,1000,1,1000,40

63646,31823,63647,940,4030,93767,0,0,0,0

63647,31823,63646,4030,940,783706,1000,1,1000,40

63648,31824,63649,2927,3964,735210,1000,1,1000,40

63649,31824,63648,3964,2927,312613,1000,1,1000,40

63650,31825,63651,2828,801,755276,1000,1,1000,40

63651,31825,63650,801,2828,97231,1000,1,1000,40

63652,31826,63653,2502,1274,1102838,1000,1,1000,40

63653,31826,63652,1274,2502,223073,1100,1390,1000,720

63654,31827,63655,3765,1883,726804,999,999,1000,14

63655,31827,63654,1883,3765,95609,1000,1,0,40

63656,31828,63657,912,4089,952633,1000,1,1000,40

63657,31828,63656,4089,912,19601,0,0,0,0

63658,31829,63659,2268,909,467728,1000,1,0,40

63659,31829,63658,909,2268,511972,1000,10,1000,14

63660,31830,63661,3564,1207,640188,0,0,0,0

63661,31830,63660,1207,3564,309633,0,1000,1000,30

63662,31831,63663,4105,1310,509063,0,0,0,0

63663,31831,63662,1310,4105,697028,0,1000,1000,30

63664,31832,63665,583,578,524320,0,0,0,0

63665,31832,63664,578,583,638101,0,0,1000,72

63666,31833,63667,618,2896,551042,1000,1,1000,40

63667,31833,63666,2896,618,298580,1000,1,1000,40

63668,31834,63669,2862,1465,119114,1000,1,1,40

63669,31834,63668,1465,2862,614208,2000,100,1000,200

63670,31835,63671,1363,4087,131988,100,250,1000,28

63671,31835,63670,4087,1363,971327,0,0,0,0

63672,31836,63673,2574,1459,417895,1000,1,1000,40

63673,31836,63672,1459,2574,114347,1000,1,1000,40

63674,31837,63675,2574,2468,276196,1000,1,1,40

63675,31837,63674,2468,2574,743079,0,1000,1000,30

63676,31838,63677,1710,2467,878531,1999,299,1,14

63677,31838,63676,2467,1710,150595,0,200,1000,30

63678,31839,63679,3959,1415,314905,1050,1,1000,40

63679,31839,63678,1415,3959,770829,0,0,0,0

63680,31840,63681,4193,2497,374749,1000,1,1000,40

63681,31840,63680,2497,4193,978484,1000,1,1000,40

63682,31841,63683,3234,1459,265384,1000,1,1000,40

63683,31841,63682,1459,3234,194216,1000,1,1000,40

63684,31842,63685,3234,3839,830846,1000,1,1000,40

63685,31842,63684,3839,3234,434803,2000,100,1000,144

63686,31843,63687,4015,4044,838654,1000,1,1,40

63687,31843,63686,4044,4015,127422,1000,1000,1000,40

63688,31844,63689,888,182,707699,1000,1,0,40

63689,31844,63688,182,888,644118,490,10,1000,14

63690,31845,63691,3959,1442,1364359,1050,1,1,40

63691,31845,63690,1442,3959,41355,100,400,1000,30

63692,31846,63693,633,1275,291159,0,1,1,39

63693,31846,63692,1275,633,806150,1000,1,1000,40

63694,31847,63695,2094,4102,479130,0,0,1,15

63695,31847,63694,4102,2094,623561,0,0,0,0

63696,31848,63697,2094,4102,857915,0,0,1,15

63697,31848,63696,4102,2094,503737,0,0,0,0

63698,31849,63699,2094,4102,556659,0,0,1,15

63699,31849,63698,4102,2094,254199,0,0,0,0

63700,31850,63701,3959,1440,194649,1050,1,1,40

63701,31850,63700,1440,3959,570159,1000,2500,1000,40

63702,31851,63703,1040,633,375532,1000,1,1,40

63703,31851,63702,633,1040,779406,0,1,1000,39

63704,31852,63705,1429,1270,544753,1000,1,1000,40

63705,31852,63704,1270,1429,480234,1000,1000,1000,30

63706,31853,63707,4100,1309,303745,1000,1,1000,40

63707,31853,63706,1309,4100,599928,1000,1,1,40

63708,31854,63709,2076,3959,475101,1000,1,1000,40

63709,31854,63708,3959,2076,702680,1050,1,1000,40

63710,31855,63711,2094,3988,234631,0,0,1,15

63711,31855,63710,3988,2094,789506,900,80,1000,144

63712,31856,63713,2076,3959,1010819,1000,1,1000,40

63713,31856,63712,3959,2076,20882,1050,1,1000,40

63714,31857,63715,912,4089,466312,1000,1,1000,40

63715,31857,63714,4089,912,529278,0,0,0,0

63716,31858,63717,4062,1465,497229,1000,1,1000,40

63717,31858,63716,1465,4062,679599,2000,100,1000,200

63718,31859,63719,1394,4205,650794,1,10,1000,40

63719,31859,63718,4205,1394,18588,0,0,0,0

63720,31860,63721,1455,4089,239580,0,0,1000,9

63721,31860,63720,4089,1455,623433,0,0,0,0

63722,31861,63723,1429,4108,131403,1000,1,1000,40

63723,31861,63722,4108,1429,946699,1000,1,1000,40

63724,31862,63725,633,182,647801,0,1,0,39

63725,31862,63724,182,633,223412,490,10,1,14

63726,31863,63727,4193,4109,668365,1000,1,1000,40

63727,31863,63726,4109,4193,145199,0,0,0,0

63728,31864,63729,1213,1358,914794,980,10,1000,14

63729,31864,63728,1358,1213,196478,0,980,0,29

63730,31865,63731,3959,1459,310913,1050,1,1000,40

63731,31865,63730,1459,3959,299814,1000,1,1000,40

63732,31866,63733,3959,1440,1087566,1050,1,1,40

63733,31866,63732,1440,3959,142570,1000,2500,1000,40

63734,31867,63735,4113,1309,689404,1000,1,1000,40

63735,31867,63734,1309,4113,508906,1000,1,1000,40

63736,31868,63737,1106,3256,354568,1000,1,1000,40

63737,31868,63736,3256,1106,472516,1000,1,1,40

63738,31869,63739,1465,4114,56610,3000,500,1000,120

63739,31869,63738,4114,1465,567502,10,0,1000,40

63740,31870,63741,3340,2896,301331,1000,1,1000,40

63741,31870,63740,2896,3340,497318,1000,1,1000,40

63742,31871,63743,836,4094,334720,1000,1,0,40

63743,31871,63742,4094,836,614175,1000,10,1000,14

63744,31872,63745,836,1710,170760,1000,1,0,40

63745,31872,63744,1710,836,871754,1999,299,1000,14

63746,31873,63747,1710,1374,439396,1999,299,1000,14

63747,31873,63746,1374,1710,584968,3,101,0,144

63748,31874,63749,2821,2473,1046997,1000,10,1,14

63749,31874,63748,2473,2821,21867,0,1000,1000,30

63750,31875,63751,1308,1710,830978,40,400,1000,30

63751,31875,63750,1710,1308,33498,1999,299,1,14

63752,31876,63753,2097,1429,384267,1,1,1000,144

63753,31876,63752,1429,2097,828693,1000,1,1000,40

63754,31877,63755,633,2035,732124,0,0,0,0

63755,31877,63754,2035,633,513698,0,0,1000,40

63756,31878,63757,1429,2504,649704,1000,1,1,40

63757,31878,63756,2504,1429,251558,1000,2500,1000,40

63758,31879,63759,1276,2504,140985,1000,1,1,40

63759,31879,63758,2504,1276,591870,1000,2500,1000,40

63760,31880,63761,2082,4530,747324,0,1,1000,14

63761,31880,63760,4530,2082,224056,1000,1,0,40

63762,31881,63763,1852,4034,1085773,1000,1,0,40

63763,31881,63762,4034,1852,59403,0,0,0,0

63764,31882,63765,3356,2541,1039605,1000,1,1000,40

63765,31882,63764,2541,3356,398197,1000,1,1000,40

63766,31883,63767,4014,3995,383806,1000,1,1000,40

63767,31883,63766,3995,4014,613579,1000,1,1000,40

63768,31884,63769,2095,2035,251730,1,1,1,14

63769,31884,63768,2035,2095,313617,0,0,1000,40

63770,31885,63771,4120,1429,490615,1000,1,1000,40

63771,31885,63770,1429,4120,301785,1000,1,1,40

63772,31886,63773,1425,3854,8328,1000,1,1,40

63773,31886,63772,3854,1425,717787,1000,1,1000,40

63774,31887,63775,3911,2708,147557,1000,500,1000,40

63775,31887,63774,2708,3911,755741,1000,1,1000,40

63776,31888,63777,4145,4044,490278,1000,35,1000,40

63777,31888,63776,4044,4145,293220,1000,1000,1000,40

63778,31889,63779,2878,1158,155010,1000,1,1000,40

63779,31889,63778,1158,2878,633994,1000,1,1000,40

63780,31890,63781,853,1374,106828,0,0,0,0

63781,31890,63780,1374,853,827906,3,101,1,144

63782,31891,63783,853,993,623307,0,0,0,0

63783,31891,63782,993,853,314029,1000,1,1,40

63784,31892,63785,1158,1449,902326,1000,1,1000,40

63785,31892,63784,1449,1158,9699,1000,1,1000,40

63786,31893,63787,3395,1309,396631,0,0,0,0

63787,31893,63786,1309,3395,867727,1000,1,1000,40

63788,31894,63789,853,1164,185304,1000,1,1000,40

63789,31894,63788,1164,853,540129,0,4000,1000,30

63790,31895,63791,1124,853,156174,1000,1,1000,40

63791,31895,63790,853,1124,754877,1000,1,1000,40

63792,31896,63793,2034,2188,82601,849,489,1000,40

63793,31896,63792,2188,2034,766191,1000,10,1000,14

63794,31897,63795,3430,1429,617652,1000,1,1000,40

63795,31897,63794,1429,3430,112916,1000,1,1000,40

63796,31898,63797,3115,1270,339850,3000,2500,1000,39

63797,31898,63796,1270,3115,590414,1000,1000,1,30

63798,31899,63799,4178,3875,757056,1000,1,1000,40

63799,31899,63798,3875,4178,187186,1000,1,1000,40

63800,31900,63801,2034,4603,382721,849,489,1000,40

63801,31900,63800,4603,2034,314768,1000,1,1000,40

63802,31901,63803,1429,4118,106770,1000,1,1000,40

63803,31901,63802,4118,1429,933932,0,0,0,0

63804,31902,63805,3356,3854,108774,1000,1,1,40

63805,31902,63804,3854,3356,1102419,1000,1,1000,40

63806,31903,63807,4193,971,964250,1000,1,1,40

63807,31903,63806,971,4193,80295,1000,100,1000,144

63808,31904,63809,3809,4139,493936,0,0,1,40

63809,31904,63808,4139,3809,459838,1000,1,1000,40

63810,31905,63811,4145,1387,439602,1000,35,1000,40

63811,31905,63810,1387,4145,356665,500,1999,1000,30

63812,31906,63813,4014,3160,226690,1000,1,1,40

63813,31906,63812,3160,4014,668056,1000,2,1000,42

63814,31907,63815,1455,564,323698,0,0,1000,9

63815,31907,63814,564,1455,692213,1000,1,1,40

63816,31908,63817,1438,2268,348035,1,89,1000,16

63817,31908,63816,2268,1438,535416,1000,1,0,40

63818,31909,63819,3982,971,549817,0,5,1,10

63819,31909,63818,971,3982,378258,1000,100,1000,144

63820,31910,63821,4178,1465,626332,1000,1,1000,40

63821,31910,63820,1465,4178,455673,2000,100,1000,200

63822,31911,63823,1455,3860,469829,0,0,1000,9

63823,31911,63822,3860,1455,218512,1000,1,1000,40

63824,31912,63825,1455,2448,401673,0,0,1000,9

63825,31912,63824,2448,1455,703066,1000,100,1,144

63826,31913,63827,1455,1429,821494,0,0,1000,9

63827,31913,63826,1429,1455,447902,1000,1,1,40

63828,31914,63829,1455,2317,614539,0,0,1000,9

63829,31914,63828,2317,1455,358554,0,0,0,0

63830,31915,63831,4178,1270,861265,1000,1,1000,40

63831,31915,63830,1270,4178,27057,1000,1000,1000,30

63832,31916,63833,853,1455,339412,1000,1,1000,40

63833,31916,63832,1455,853,42574,0,1000,1000,9

63834,31917,63835,2133,3020,684075,2500,1134,1000,288

63835,31917,63834,3020,2133,111337,1000,1,1000,40

63836,31918,63837,3418,1459,468056,3,3,1000,300

63837,31918,63836,1459,3418,314451,1000,1,1000,40

63838,31919,63839,1363,971,413891,100,250,1000,28

63839,31919,63838,971,1363,617175,1000,100,1,144

63840,31920,63841,1455,1392,647621,0,0,1000,9

63841,31920,63840,1392,1455,330649,900,100,1,144

63842,31921,63843,3740,1455,343347,1000,1,1,40

63843,31921,63842,1455,3740,784308,0,0,1000,9

63844,31922,63845,1425,4083,133203,1000,1,1,40

63845,31922,63844,4083,1425,664078,1000,1,1000,40

63846,31923,63847,2004,2097,111125,1000,1,1000,40

63847,31923,63846,2097,2004,976365,1,1,1000,144

63848,31924,63849,4083,3070,484394,1000,1,1000,40

63849,31924,63848,3070,4083,10777,1000,1,1,14

63850,31925,63851,4178,3875,340167,1000,1,1000,40

63851,31925,63850,3875,4178,512576,1000,1,1000,40

63852,31926,63853,1984,963,507837,1000,1,1000,40

63853,31926,63852,963,1984,282460,1000,1,1000,40

63854,31927,63855,2708,4171,401223,1000,1,1000,40

63855,31927,63854,4171,2708,840692,0,0,0,0

63856,31928,63857,836,1455,451827,1000,1,1,40

63857,31928,63856,1455,836,566711,0,1000,1000,9

63858,31929,63859,3859,1455,89837,1000,1,1000,40

63859,31929,63858,1455,3859,713506,0,0,1000,9

63860,31930,63861,1455,1465,406238,0,1000,1000,9

63861,31930,63860,1465,1455,305146,3000,500,1000,120

63862,31931,63863,1455,4103,384385,0,0,1000,9

63863,31931,63862,4103,1455,664988,0,0,0,0

63864,31932,63865,1455,1750,696297,0,0,1000,9

63865,31932,63864,1750,1455,473526,0,0,0,0

63866,31933,63867,3441,1455,8146,1000,1,1000,40

63867,31933,63866,1455,3441,1050937,0,0,1000,9

63868,31934,63869,1455,3336,199891,0,1000,1000,9

63869,31934,63868,3336,1455,741523,1000,1,1,40

63870,31935,63871,2095,1465,612091,1,1,1,14

63871,31935,63870,1465,2095,145635,3000,500,1000,120

63872,31936,63873,1455,3451,124647,0,0,1000,9

63873,31936,63872,3451,1455,952951,0,0,0,0

63874,31937,63875,1455,3757,357748,0,0,1000,9

63875,31937,63874,3757,1455,756498,0,0,0,0

63876,31938,63877,1455,1761,363789,0,0,1000,9

63877,31938,63876,1761,1455,599715,1000,1,1000,40

63878,31939,63879,3440,3356,624414,1000,1,1000,40

63879,31939,63878,3356,3440,132795,1000,1,1,40

63880,31940,63881,2714,1424,422209,1000,1,1,144

63881,31940,63880,1424,2714,584833,0,4000,1000,30

63882,31941,63883,2714,1374,119939,1000,1,1000,144

63883,31941,63882,1374,2714,1074883,3,101,1000,144

63884,31942,63885,1680,4116,262117,50,5,0,144

63885,31942,63884,4116,1680,840483,0,0,0,0

63886,31943,63887,4132,1429,1064508,1000,1,1000,40

63887,31943,63886,1429,4132,85379,1000,1,1000,40

63888,31944,63889,3540,3988,227239,0,1,1,1

63889,31944,63888,3988,3540,951730,900,80,1,144

63890,31945,63891,2004,1138,306971,1000,1,1,40

63891,31945,63890,1138,2004,472707,1000,1,1000,40

63892,31946,63893,4117,1394,458175,0,0,0,0

63893,31946,63892,1394,4117,501018,1,1,1000,40

63894,31947,63895,506,1358,497866,0,0,0,0

63895,31947,63894,1358,506,193278,0,0,0,29

63896,31948,63897,1455,4132,544911,0,0,1000,9

63897,31948,63896,4132,1455,290552,1000,1,1,40

63898,31949,63899,2153,3356,336599,0,1,1000,144

63899,31949,63898,3356,2153,301438,1000,1,1,40

63900,31950,63901,836,1413,213422,1000,1,1000,40

63901,31950,63900,1413,836,682254,995,1,1000,40

63902,31951,63903,4145,2502,849208,1000,35,1000,40

63903,31951,63902,2502,4145,379150,1000,1,1,40

63904,31952,63905,1277,3738,936926,1000,1,1,40

63905,31952,63904,3738,1277,186830,0,0,0,0

63906,31953,63907,4147,2469,188444,1000,1,1,40

63907,31953,63906,2469,4147,953087,0,1000,1000,30

63908,31954,63909,2494,1357,924415,1000,1,1000,40

63909,31954,63908,1357,2494,242932,10000,5000,1000,144

63910,31955,63911,1357,3738,1239986,10000,5000,1000,144

63911,31955,63910,3738,1357,38825,0,0,0,0

63912,31956,63913,4149,1386,91180,0,0,0,0

63913,31956,63912,1386,4149,1135535,4,56,1000,144

63914,31957,63915,4209,2094,522113,0,0,0,0

63915,31957,63914,2094,4209,278815,0,0,1000,15

63916,31958,63917,1369,4132,123215,0,1000,1000,30

63917,31958,63916,4132,1369,1390496,1000,1,1,40

63918,31959,63919,1455,4187,397009,0,0,1000,9

63919,31959,63918,4187,1455,328408,0,0,0,0

63920,31960,63921,1455,4151,735314,0,1000,1000,9

63921,31960,63920,4151,1455,132622,1000,10,1,14

63922,31961,63923,4172,1429,17474,0,0,0,0

63923,31961,63922,1429,4172,1080674,1000,1,1000,40

63924,31962,63925,3802,3911,324458,666,100,1000,40

63925,31962,63924,3911,3802,629164,1000,100,1000,40

63926,31963,63927,3802,3911,1061178,666,100,1000,40

63927,31963,63926,3911,3802,3172,1000,100,1000,40

63928,31964,63929,4194,2486,685727,0,0,0,0

63929,31964,63928,2486,4194,324519,1000,1,1000,40

63930,31965,63931,4181,1661,210958,1000,1,1000,40

63931,31965,63930,1661,4181,703683,0,0,0,0

63932,31966,63933,3103,4181,121850,1000,1,1000,40

63933,31966,63932,4181,3103,844506,1000,1,1000,40

63934,31967,63935,4181,2467,438996,1000,1,1,40

63935,31967,63934,2467,4181,547926,0,800,1000,30

63936,31968,63937,4181,1134,56759,1000,1,1000,40

63937,31968,63936,1134,4181,990593,1000,1,1000,40

63938,31969,63939,873,1973,874859,1000,1,1000,40

63939,31969,63938,1973,873,10101,1500,10,1000,160

63940,31970,63941,4191,1426,621695,1000,1,1,40

63941,31970,63940,1426,4191,212648,0,1000,1000,30

63942,31971,63943,4142,1989,595359,0,0,0,0

63943,31971,63942,1989,4142,469669,1000,1,1000,40

63944,31972,63945,1455,4132,137235,0,0,1000,9

63945,31972,63944,4132,1455,1043730,1000,1,1,40

63946,31973,63947,4008,1459,148886,1000,1,1000,40

63947,31973,63946,1459,4008,619971,1000,1,1,40

63948,31974,63949,2571,1455,55280,0,0,0,0

63949,31974,63948,1455,2571,767940,0,0,1000,9

63950,31975,63951,2076,3959,920150,1000,1,1000,40

63951,31975,63950,3959,2076,339229,1050,1,1000,40

63952,31976,63953,3854,1270,236090,1000,1,1000,40

63953,31976,63952,1270,3854,1074023,1000,490,1,30

63954,31977,63955,836,2361,555458,1000,1,1000,40

63955,31977,63954,2361,836,602431,1000,10,1000,244

63956,31978,63957,1465,3854,710529,3000,500,1000,120

63957,31978,63956,3854,1465,260318,1000,1,1000,40

63958,31979,63959,1455,1965,293547,0,0,1000,9

63959,31979,63958,1965,1455,748809,0,0,1000,40

63960,31980,63961,1455,4118,959839,0,0,1000,9

63961,31980,63960,4118,1455,68379,0,0,0,0

63962,31981,63963,4130,1440,390051,1000,10,1,14

63963,31981,63962,1440,4130,279384,1000,2500,1000,40

63964,31982,63965,2004,2713,4509,1000,1,1000,40

63965,31982,63964,2713,2004,984373,1000,1,1000,40

63966,31983,63967,873,1973,934509,1000,1,1000,40

63967,31983,63966,1973,873,221414,1500,10,1000,160

63968,31984,63969,2494,4168,40495,1000,1,1,40

63969,31984,63968,4168,2494,957160,0,0,1000,8

63970,31985,63971,2701,4168,964325,1000,1,1000,40

63971,31985,63970,4168,2701,168068,0,0,1000,40

63972,31986,63973,4181,1270,829783,1000,1,1000,40

63973,31986,63972,1270,4181,42135,1000,1000,1000,30

63974,31987,63975,2701,4168,453220,1000,1,1000,40

63975,31987,63974,4168,2701,510921,1000,0,1000,40

63976,31988,63977,4026,1442,969361,1000,100,1,144

63977,31988,63976,1442,4026,231921,0,2800,1000,30

63978,31989,63979,4194,2502,662853,0,0,0,0

63979,31989,63978,2502,4194,512947,1000,1,1000,40

63980,31990,63981,3470,1374,176408,0,0,0,0

63981,31990,63980,1374,3470,709840,3,101,1000,144

63982,31991,63983,4181,551,561448,1000,1,1000,40

63983,31991,63982,551,4181,425482,1000,1,1000,40

63984,31992,63985,4181,2473,1278669,1000,1,1,40

63985,31992,63984,2473,4181,241902,0,4000,1000,30

63986,31993,63987,1363,4219,660762,100,250,1000,28

63987,31993,63986,4219,1363,429416,1000,1,1000,40

63988,31994,63989,3905,1136,749314,0,0,0,0

63989,31994,63988,1136,3905,309105,0,1000,1000,30

63990,31995,63991,1313,4186,695218,0,1000,1000,30

63991,31995,63990,4186,1313,67626,0,0,0,0

63992,31996,63993,4197,2034,833108,1000,1,1000,40

63993,31996,63992,2034,4197,42589,849,489,1000,40

63994,31997,63995,3839,1270,1021415,1000,1,1000,40

63995,31997,63994,1270,3839,197103,1000,2500,1000,30

63996,31998,63997,3070,4200,604563,0,0,0,0

63997,31998,63996,4200,3070,344659,1000,1,1000,40

63998,31999,63999,1097,3091,257257,1000,1,1000,40

63999,31999,63998,3091,1097,833909,1000,100,1000,40

64000,32000,64001,1270,2504,467021,1000,490,1,30

64001,32000,64000,2504,1270,362881,1000,2500,1000,40

64002,32001,64003,247,4206,150296,1000,1,1,14

64003,32001,64002,4206,247,690792,1000,1,1000,40

64004,32002,64005,155,4227,889517,1000,10,1,14

64005,32002,64004,4227,155,72610,1000,1,1000,40

64006,32003,64007,4226,3529,466020,1000,1,1000,40

64007,32003,64006,3529,4226,356993,1000,1,1,40

64008,32004,64009,3356,3204,626493,1000,1,1000,40

64009,32004,64008,3204,3356,500574,1000,1,1000,40

64010,32005,64011,3243,219,1326686,1000,1,1,144

64011,32005,64010,219,3243,183897,1000,1,1000,40

64012,32006,64013,3765,4179,250710,999,999,1000,14

64013,32006,64012,4179,3765,424550,1000,1,0,40

64014,32007,64015,873,3997,545316,1000,1,1,40

64015,32007,64014,3997,873,425553,900,1,1000,40

64016,32008,64017,1371,4189,90779,1000,1,1000,40

64017,32008,64016,4189,1371,978255,0,0,0,0

64018,32009,64019,1132,4235,471093,5000,500,1,40

64019,32009,64018,4235,1132,582919,1000,1,10000,40

64020,32010,64021,1438,4235,63558,1,89,1000,16

64021,32010,64020,4235,1438,812357,1000,1,1000,40

64022,32011,64023,1155,1459,470397,1000,1,1000,40

64023,32011,64022,1459,1155,519467,1000,1,1000,40

64024,32012,64025,2874,4235,641268,1000,1,1000,40

64025,32012,64024,4235,2874,395219,1000,1,1000,40

64026,32013,64027,1480,4182,870887,0,0,0,0

64027,32013,64026,4182,1480,130506,1000,1,1000,40

64028,32014,64029,4189,1401,9892,0,0,0,0

64029,32014,64028,1401,4189,752876,1000,1,1000,144

64030,32015,64031,3312,3349,838261,1000,1,1000,40

64031,32015,64030,3349,3312,236465,1000,1,1000,40

64032,32016,64033,524,1413,1003956,1000,1,1000,40

64033,32016,64032,1413,524,126560,995,1,1000,40

64034,32017,64035,2504,4044,747146,1000,2500,1000,40

64035,32017,64034,4044,2504,120104,1000,1000,1000,40

64036,32018,64037,3312,2708,788006,1000,1,1,40

64037,32018,64036,2708,3312,245663,1000,1,1000,40

64038,32019,64039,2094,3957,1031379,0,0,1,15

64039,32019,64038,3957,2094,75094,1000,1,1000,40

64040,32020,64041,2920,2154,366354,0,0,0,0

64041,32020,64040,2154,2920,562613,1000,1,1000,40

64042,32021,64043,2004,598,643855,1000,1,0,40

64043,32021,64042,598,2004,764592,0,0,0,0

64044,32022,64045,4124,1389,391921,1000,1,1000,40

64045,32022,64044,1389,4124,637231,0,1000,1000,30

64046,32023,64047,4214,2427,908220,1000,1,1000,40

64047,32023,64046,2427,4214,429338,1000,1,1,40

64048,32024,64049,4226,3529,624834,1000,1,1000,40

64049,32024,64048,3529,4226,543338,1000,1,1,40

64050,32025,64051,4226,1305,376429,1000,1,1000,40

64051,32025,64050,1305,4226,494945,1000,1,1,40

64052,32026,64053,3356,686,885703,1000,1,0,40

64053,32026,64052,686,3356,294095,1000,10,1000,14

64054,32027,64055,1299,3840,729494,0,4000,1000,30

64055,32027,64054,3840,1299,374151,1000,1,1000,40

64056,32028,64057,633,1394,1018227,0,1,1,39

64057,32028,64056,1394,633,156269,1,1,1000,40

64058,32029,64059,1121,1465,565237,99,1,1000,144

64059,32029,64058,1465,1121,380702,3000,500,1000,120

64060,32030,64061,1357,1385,912913,10000,5000,1000,144

64061,32030,64060,1385,1357,106407,1,1,1000,144

64062,32031,64063,1270,4206,689244,1000,2500,1,30

64063,32031,64062,4206,1270,341666,1000,1,1000,40

64064,32032,64065,1140,1455,608094,1000,1,1,40

64065,32032,64064,1455,1140,508736,0,0,1000,9

64066,32033,64067,1455,4230,198337,0,1000,1000,9

64067,32033,64066,4230,1455,915302,0,0,0,0

64068,32034,64069,4221,1309,572365,1000,1,1000,40

64069,32034,64068,1309,4221,365553,1000,1,1,40

64070,32035,64071,1387,4245,548482,0,800,1000,30

64071,32035,64070,4245,1387,350680,0,0,0,0

64072,32036,64073,1459,4206,338853,1000,1,1,40

64073,32036,64072,4206,1459,507552,1000,1,1000,40

64074,32037,64075,3356,1302,131483,1000,1,1,40

64075,32037,64074,1302,3356,1188289,1000,1,1000,40

64076,32038,64077,4207,3997,809420,1000,1,1000,40

64077,32038,64076,3997,4207,323201,1000,1,1000,144

64078,32039,64079,3522,1429,742788,1000,1,1000,40

64079,32039,64078,1429,3522,353817,1000,1,1000,40

64080,32040,64081,1482,4202,625839,1000,10,0,14

64081,32040,64080,4202,1482,757278,1000,10,0,14

64082,32041,64083,4251,971,1140676,1000,99,1000,40

64083,32041,64082,971,4251,154234,1000,100,1,144

64084,32042,64085,1144,4132,176887,750,1,1000,40

64085,32042,64084,4132,1144,1035208,1000,1,1,40

64086,32043,64087,4235,1273,345448,1000,1,1000,40

64087,32043,64086,1273,4235,448596,1000,5,1,40

64088,32044,64089,1669,1465,954408,1000,500,1000,40

64089,32044,64088,1465,1669,53126,3000,500,1000,120

64090,32045,64091,1155,1459,881013,1000,1,1000,40

